City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
84,Ukiah,US,2022-05-10 04:30:08,39.1502,-123.2078,46.29,66,40,5.75
85,Tilichiki,RU,2022-05-10 04:32:10,60.4667,166.1,32.63,98,100,4.68
86,Port Alfred,ZA,2022-05-10 04:32:10,-33.5906,26.891,60.53,71,82,4.16
87,Albany,US,2022-05-10 04:27:19,42.6001,-73.9662,49.59,36,20,3.31
88,Yurimaguas,PE,2022-05-10 04:32:11,-5.9,-76.0833,74.34,90,51,0.63
89,Changping,CN,2022-05-10 04:32:11,40.2186,116.2197,55.04,40,23,9.15
90,Chuy,UY,2022-05-10 04:32:12,-33.6971,-53.4616,59.29,97,100,4.79
91,Hithadhoo,MV,2022-05-10 04:32:12,-0.6,73.0833,84.74,77,40,18.99
92,Shingu,JP,2022-05-10 04:32:13,33.7333,135.9833,61.41,89,100,9.13
93,Calvinia,ZA,2022-05-10 04:32:13,-31.4707,19.776,53.78,40,99,6.67
94,Malvern,US,2022-05-10 04:27:14,34.3623,-92.813,78.39,93,0,6.55
95,Bitung,ID,2022-05-10 04:33:17,1.4451,125.1824,81.45,92,100,2.59
96,Lisieux,FR,2022-05-10 04:33:18,49.1667,0.1667,62.33,78,100,6.8
97,Luderitz,NA,2022-05-10 04:33:20,-26.6481,15.1594,57.85,58,9,7.34
98,Altay,CN,2022-05-10 04:33:21,47.8667,88.1167,60.87,21,39,3.6
99,Guerrero Negro,MX,2022-05-10 04:33:22,27.9769,-114.0611,58.6,74,3,15.66
100,Saint George,US,2022-05-10 04:31:15,37.1041,-113.5841,66.79,10,0,6.91
101,Asau,RO,2022-05-10 04:33:23,46.4333,26.4,54.95,93,100,0.78
102,Talnakh,RU,2022-05-10 04:33:14,69.4865,88.3972,36.21,100,100,13.22
103,Szubin,PL,2022-05-10 04:33:23,53.0097,17.74,45.41,75,0,2.3
104,Pisco,PE,2022-05-10 04:33:24,-13.7,-76.2167,62.02,88,1,0.0
105,East London,ZA,2022-05-10 04:33:24,-33.0153,27.9116,52.74,93,0,6.91
106,Tiksi,RU,2022-05-10 04:33:25,71.6872,128.8694,17.85,79,43,11.43
107,Dhrol,IN,2022-05-10 04:33:25,22.5667,70.4167,88.99,41,17,10.49
108,Richards Bay,ZA,2022-05-10 04:33:26,-28.783,32.0377,61.77,84,2,5.03
109,Upata,VE,2022-05-10 04:33:26,8.0086,-62.3989,74.19,88,3,6.58
110,Cayenne,GF,2022-05-10 04:32:25,4.9333,-52.3333,81.09,1,40,5.99
111,Cherskiy,RU,2022-05-10 04:33:27,68.75,161.3,34.21,99,100,14.41
112,Zapolyarnyy,RU,2022-05-10 04:33:27,69.4154,30.8136,36.68,98,100,9.57
113,Ancud,CL,2022-05-10 04:33:28,-41.8697,-73.8203,44.76,84,58,4.41
114,Kulhudhuffushi,MV,2022-05-10 04:33:28,6.6221,73.07,84.92,70,100,18.05
115,Gravelbourg,CA,2022-05-10 04:33:29,49.8834,-106.5512,39.47,86,100,6.04
116,Bonthe,SL,2022-05-10 04:33:29,7.5264,-12.505,76.55,89,93,4.18
117,Bagepalli,IN,2022-05-10 04:33:30,13.7847,77.7931,82.06,59,100,18.97
118,Iquique,CL,2022-05-10 04:32:39,-20.2208,-70.1431,60.84,83,17,3.44
119,Port Elizabeth,ZA,2022-05-10 04:33:30,-33.918,25.5701,53.31,99,0,3.44
120,Saldanha,ZA,2022-05-10 04:33:31,-33.0117,17.9442,41.05,77,100,2.71
121,Xiongzhou,CN,2022-05-10 04:33:31,25.1167,114.3,72.46,98,100,2.48
122,Whitehorse,CA,2022-05-10 04:33:32,60.7161,-135.0538,47.17,29,100,11.5
123,Lapua,FI,2022-05-10 04:33:32,62.9693,23.0088,47.21,63,100,10.25
124,Dagana,MR,2022-05-10 04:33:33,16.5165,-15.5068,72.21,63,60,8.48
125,Bengkulu,ID,2022-05-10 04:33:33,-3.8004,102.2655,86.99,64,84,5.46
126,Portland,US,2022-05-10 04:30:40,45.5234,-122.6762,48.63,85,100,1.01
127,Nishihara,JP,2022-05-10 04:33:34,26.1842,127.7558,80.26,73,75,8.05
128,Pevek,RU,2022-05-10 04:33:34,69.7008,170.3133,33.94,72,64,16.91
129,Nata,PA,2022-05-10 04:33:35,8.3333,-80.5167,78.24,80,18,4.7
130,Praya,CV,2022-05-10 04:33:35,14.9215,-23.5087,70.34,78,40,8.05
131,Manicore,BR,2022-05-10 04:33:36,-5.8092,-61.3003,72.57,99,62,1.48
132,High Level,CA,2022-05-10 04:33:36,58.5169,-117.136,24.91,93,100,3.44
133,Cabo San Lucas,MX,2022-05-10 04:33:37,22.8909,-109.9124,76.6,54,5,13.82
134,Yulara,AU,2022-05-10 04:33:37,-25.2406,130.9889,69.64,28,0,10.36
135,Hervey Bay,AU,2022-05-10 04:33:38,-25.2986,152.8535,74.01,87,100,4.0
136,Arraial Do Cabo,BR,2022-05-10 04:33:38,-22.9661,-42.0278,70.3,73,1,4.5
137,Isangel,VU,2022-05-10 04:33:39,-19.55,169.2667,78.06,66,61,15.86
138,Fairview,US,2022-05-10 04:30:23,40.8126,-73.999,57.02,22,0,19.57
139,Jumla,NP,2022-05-10 04:33:39,29.2747,82.1838,70.93,36,21,6.93
140,San Lazaro,BZ,2022-05-10 04:33:40,18.0387,-88.6622,77.31,88,8,7.36
141,Dargaville,NZ,2022-05-10 04:34:40,-35.9333,173.8833,62.44,75,10,10.13
142,Leiyang,CN,2022-05-10 04:34:41,26.4024,112.8591,57.99,96,100,7.2
143,Villamontes,BO,2022-05-10 04:34:41,-21.25,-63.5,62.85,96,100,1.57
144,Geraldton,AU,2022-05-10 04:34:42,-28.7667,114.6,77.41,61,100,8.05
145,Fortuna,US,2022-05-10 04:34:42,40.5982,-124.1573,45.99,89,75,0.0
146,Necochea,AR,2022-05-10 04:30:06,-38.5473,-58.7368,47.71,85,44,7.47
147,Bathsheba,BB,2022-05-10 04:34:43,13.2167,-59.5167,81.21,74,40,12.66
148,Khatanga,RU,2022-05-10 04:34:43,71.9667,102.5,33.12,100,100,13.58
149,San Juan,AR,2022-05-10 04:29:45,-31.5375,-68.5364,63.18,57,1,2.53
150,Pacific Grove,US,2022-05-10 04:32:50,36.6177,-121.9166,52.43,79,20,4.61
151,Neiafu,TO,2022-05-10 04:34:44,-18.65,-173.9833,79.48,57,20,11.5
152,Port Hardy,CA,2022-05-10 04:30:23,50.6996,-127.4199,48.2,93,75,2.3
153,North Bend,US,2022-05-10 04:30:23,43.4065,-124.2243,45.16,96,100,5.75
154,Faya,SA,2022-05-10 04:34:45,18.3851,42.4509,69.91,36,20,4.16
155,Nizwa,OM,2022-05-10 04:34:45,22.9333,57.5333,94.32,11,0,1.68
156,Yellowknife,CA,2022-05-10 04:34:03,62.456,-114.3525,23.52,68,100,18.41
157,Axim,GH,2022-05-10 04:34:46,4.8699,-2.2405,79.25,86,99,4.23
158,Goiatuba,BR,2022-05-10 04:34:46,-18.0125,-49.3547,64.26,66,32,4.83
159,Gaoua,BF,2022-05-10 04:34:47,10.2992,-3.2508,80.06,59,100,0.96
160,Nakhon Phanom,TH,2022-05-10 04:34:47,17.3333,104.4167,80.28,59,98,6.15
161,Beringovskiy,RU,2022-05-10 04:34:48,63.05,179.3167,36.48,83,100,6.55
162,Katsuura,JP,2022-05-10 04:34:48,35.1333,140.3,62.53,59,100,18.01
163,Mahebourg,MU,2022-05-10 04:34:49,-20.4081,57.7,75.49,94,75,8.05
164,Chunskiy,RU,2022-05-10 04:34:49,56.0815,99.6342,47.19,27,31,5.73
165,Ranong,TH,2022-05-10 04:34:50,9.9658,98.6348,89.53,68,92,3.0
166,Sharya,RU,2022-05-10 04:34:50,58.3686,45.5144,37.9,96,100,13.15
167,Brignoles,FR,2022-05-10 04:34:51,43.4,6.0667,54.23,86,3,4.23
168,Faanui,PF,2022-05-10 04:34:51,-16.4833,-151.75,81.95,76,15,16.22
169,Vanimo,PG,2022-05-10 04:34:51,-2.6741,141.3028,86.68,67,34,9.44
170,Wajir,KE,2022-05-10 04:30:59,1.7471,40.0573,78.76,78,0,2.3
171,Anadyr,RU,2022-05-10 04:34:52,64.75,177.4833,43.3,52,0,15.66
172,Ilo,PE,2022-05-10 04:34:52,-17.6394,-71.3375,64.33,81,39,6.76
173,Murmashi,RU,2022-05-10 04:34:53,68.8154,32.8115,37.81,93,75,7.0
174,Bayonet Point,US,2022-05-10 04:34:53,28.3267,-82.6834,72.95,79,0,14.79
175,Pemex,MX,2022-05-10 04:34:54,18.4395,-96.3461,84.18,68,5,5.19
176,Batagay-Alyta,RU,2022-05-10 04:34:54,67.8006,130.4114,18.99,75,100,5.19
177,Wukari,NG,2022-05-10 04:34:55,7.85,9.7833,73.96,89,100,6.78
178,Sokoni,TZ,2022-05-10 04:34:55,-6.4333,39.55,80.46,78,4,14.7
179,Orzhytsya,UA,2022-05-10 04:34:56,49.7918,32.7012,47.08,56,3,8.66
180,Aksu,CN,2022-05-10 04:34:56,41.1231,80.2644,86.0,15,0,2.75
181,Tecoanapa,MX,2022-05-10 04:34:57,16.5167,-98.75,79.77,76,59,3.62
182,Komsomolskiy,UZ,2022-05-10 04:34:57,40.4272,71.7189,74.12,49,91,13.8
183,Constitucion,CL,2022-05-10 04:34:58,-35.3333,-72.4167,54.68,89,100,7.0
184,Victoria,HK,2022-05-10 04:32:04,22.2855,114.1577,82.45,90,98,1.01
185,Tatawin,TN,2022-05-10 04:34:58,32.9297,10.4518,58.32,68,21,3.56
186,Pietersburg,ZA,2022-05-10 04:34:59,-23.9045,29.4688,45.45,87,0,1.14
187,Nelson Bay,AU,2022-05-10 04:34:59,-32.7167,152.15,69.01,95,45,1.01
188,Inhambane,MZ,2022-05-10 04:35:00,-23.865,35.3833,69.78,94,20,0.0
189,Chimbote,PE,2022-05-10 04:36:04,-9.0853,-78.5783,63.25,92,54,3.89
190,Narsaq,GL,2022-05-10 04:36:05,60.9167,-46.05,41.22,89,100,4.0
191,La Union,PE,2022-05-10 04:36:05,-5.4,-80.75,67.75,75,12,11.56
192,Santa Cruz,BO,2022-05-10 04:36:06,-17.8,-63.1667,69.26,83,75,11.5
193,Karratha,AU,2022-05-10 04:35:44,-20.7377,116.8463,84.13,19,89,15.68
194,Marsa Matruh,EG,2022-05-10 04:36:07,31.3525,27.2453,59.2,94,40,3.44
195,Nador,MA,2022-05-10 04:36:07,35.174,-2.9287,61.05,94,20,0.0
196,Ribeira Grande,PT,2022-05-10 04:36:08,38.5167,-28.7,63.43,83,96,3.96
197,Sinnamary,GF,2022-05-10 04:36:08,5.3833,-52.95,76.86,88,15,7.43
198,Hamilton,US,2022-05-10 04:32:09,39.1834,-84.5333,67.05,71,0,11.5
199,Tukrah,LY,2022-05-10 04:36:09,32.5341,20.5791,61.14,83,3,3.42
200,Preobrazheniye,RU,2022-05-10 04:36:09,42.9019,133.9064,62.11,41,18,14.67
201,Pimentel,PE,2022-05-10 04:36:10,-6.8367,-79.9342,64.35,88,12,10.2
202,Mayo,US,2022-05-10 04:36:10,38.8876,-76.5119,55.81,74,0,3.44
203,Genhe,CN,2022-05-10 04:36:11,50.7833,121.5167,49.68,21,81,16.17
204,Castro,BR,2022-05-10 04:36:11,-24.7911,-50.0119,53.67,99,26,5.91
205,Motygino,RU,2022-05-10 04:36:12,58.1831,94.7592,46.22,29,4,2.48
206,Yar-Sale,RU,2022-05-10 04:33:16,66.8333,70.8333,28.99,94,100,12.75
207,Sao Mateus Do Sul,BR,2022-05-10 04:36:13,-25.8742,-50.3828,54.77,96,48,2.71
208,Taltal,CL,2022-05-10 04:36:13,-25.4,-70.4833,61.99,73,10,4.54
209,Sola,VU,2022-05-10 04:36:14,-13.8833,167.55,81.16,80,90,25.32
210,Coquimbo,CL,2022-05-10 04:34:14,-29.9533,-71.3436,53.33,93,0,3.44
211,Linhares,BR,2022-05-10 04:36:14,-19.3911,-40.0722,64.89,84,29,4.76
212,Manyana,BW,2022-05-10 04:36:15,-23.4,21.7167,47.34,33,0,0.78
213,Chekhov,RU,2022-05-10 04:36:15,55.1431,37.4711,42.75,62,50,12.62
214,Kristiansund,NO,2022-05-10 04:36:16,63.1115,7.732,48.85,66,40,2.3
215,Yeppoon,AU,2022-05-10 04:36:17,-23.1333,150.7333,74.98,88,100,21.09
216,Nikolskoye,RU,2022-05-10 04:36:17,59.7035,30.7861,48.87,53,25,5.86
217,Avera,US,2022-05-10 04:36:18,33.194,-82.5271,56.71,61,4,6.8
218,Kahului,US,2022-05-10 04:33:17,20.8947,-156.47,78.82,76,40,23.02
219,Teluknaga,ID,2022-05-10 04:36:19,-6.0989,106.6381,93.04,63,20,5.75
220,Onufriyivka,UA,2022-05-10 04:36:20,48.9072,33.4487,48.04,55,4,7.38
221,Bani Walid,LY,2022-05-10 04:36:21,31.7566,13.9942,60.49,72,70,1.63
222,Alice Springs,AU,2022-05-10 04:31:37,-23.7,133.8833,69.35,32,0,12.66
223,Sterling,US,2022-05-10 04:36:22,39.0062,-77.4286,53.26,76,0,3.44
224,Mabaruma,GY,2022-05-10 04:36:23,8.2,-59.7833,73.92,89,39,3.02
225,Flinders,AU,2022-05-10 04:34:02,-34.5833,150.8552,65.37,92,97,12.1
226,Kamaishi,JP,2022-05-10 04:36:24,39.2667,141.8833,59.04,59,1,6.06
227,New Norfolk,AU,2022-05-10 04:36:24,-42.7826,147.0587,62.1,44,7,1.74
228,Grand Forks,US,2022-05-10 04:36:25,47.9417,-97.4337,53.53,82,75,9.22
229,Kushmurun,KZ,2022-05-10 04:36:25,52.4503,64.6311,54.27,66,100,17.87
230,Karasjok,NO,2022-05-10 04:37:26,69.4719,25.5112,35.96,100,100,1.77
231,Brenham,US,2022-05-10 04:36:40,30.1669,-96.3977,79.11,81,40,9.22
232,Norman Wells,CA,2022-05-10 04:37:27,65.282,-126.8329,42.84,33,75,12.66
233,Vila Franca Do Campo,PT,2022-05-10 04:37:28,37.7167,-25.4333,63.01,90,11,3.13
234,Belaya Gora,RU,2022-05-10 04:37:29,68.5333,146.4167,25.79,68,100,15.46
235,Tomatlan,MX,2022-05-10 04:37:30,19.9333,-105.25,70.84,84,8,1.79
236,El Tocuyo,VE,2022-05-10 04:37:31,9.7873,-69.7937,72.07,91,69,6.8
237,Ihiala,NG,2022-05-10 04:37:31,5.8538,6.8603,73.49,95,100,1.23
238,Bubaque,GW,2022-05-10 04:37:32,11.2833,-15.8333,77.11,83,34,8.77
239,Gat,IL,2022-05-10 04:37:32,31.61,34.7642,71.4,66,0,4.52
240,Codrington,AU,2022-05-10 04:37:33,-38.2667,141.9667,63.64,46,10,3.42
241,Lao Cai,VN,2022-05-10 04:37:33,22.4833,103.95,85.32,73,100,1.14
242,Dwarka,IN,2022-05-10 04:37:34,22.2394,68.9678,85.71,67,23,15.08
243,Te Anau,NZ,2022-05-10 04:37:35,-45.4167,167.7167,49.01,77,17,3.58
244,Tabou,CI,2022-05-10 04:37:35,4.423,-7.3528,78.06,86,62,3.69
245,San Cristobal,VE,2022-05-10 04:37:36,7.7669,-72.225,69.98,97,85,2.82
246,Muyezerskiy,RU,2022-05-10 04:37:36,63.9333,31.65,41.99,66,99,11.56
247,Neryungri,RU,2022-05-10 04:37:37,56.6709,124.6491,33.22,99,100,14.12
248,Longyearbyen,SJ,2022-05-10 04:37:37,78.2186,15.6401,19.24,68,75,14.97
249,Tautira,PF,2022-05-10 04:37:38,-17.7333,-149.15,81.09,75,45,16.73
250,Asosa,ET,2022-05-10 04:37:38,10.0667,34.5333,67.96,75,77,3.38
251,Tulsipur,NP,2022-05-10 04:37:39,28.131,82.2973,92.62,30,16,6.78
252,Sambava,MG,2022-05-10 04:37:39,-14.2667,50.1667,77.0,81,31,3.94
253,Douala,CM,2022-05-10 04:37:40,4.0483,9.7043,76.91,100,40,0.0
254,Tabuk,PH,2022-05-10 04:37:40,17.4189,121.4443,91.35,45,24,6.02
255,Petropavlovsk-Kamchatskiy,RU,2022-05-10 04:37:41,53.0452,158.6483,44.78,76,75,13.42
256,Deputatskiy,RU,2022-05-10 04:37:41,69.3,139.9,15.71,76,99,11.95
257,Namibe,AO,2022-05-10 04:37:42,-15.1961,12.1522,73.63,54,2,6.8
258,Balykshi,KZ,2022-05-10 04:37:42,47.0667,51.8667,50.0,93,75,15.66
259,Kavaratti,IN,2022-05-10 04:37:43,10.5669,72.642,85.35,74,100,18.63
260,Berlevag,NO,2022-05-10 04:37:43,70.8578,29.0864,33.6,81,99,6.4
261,Carnarvon,AU,2022-05-10 04:37:44,-24.8667,113.6333,78.87,61,98,10.36
262,West Bay,KY,2022-05-10 04:37:44,19.3667,-81.4167,81.0,84,9,9.89
263,Andra,RU,2022-05-10 04:37:45,62.5147,65.8878,60.71,45,30,7.78
264,Eyl,SO,2022-05-10 04:37:46,7.9803,49.8164,87.35,58,96,13.15
265,Cabalitian,PH,2022-05-10 04:37:46,16.0883,120.7922,97.63,33,4,5.5
266,Sembe,CG,2022-05-10 04:37:46,1.6481,14.5806,71.92,94,96,0.69
267,Algeciras,ES,2022-05-10 04:37:47,36.1333,-5.4505,64.08,77,0,13.8
268,Mitu,CO,2022-05-10 04:37:48,1.1983,-70.1733,71.65,98,96,2.3
269,Zaltan,LY,2022-05-10 04:37:48,32.947,11.8665,61.97,75,2,3.49
270,Saint-Pierre,RE,2022-05-10 04:37:49,-21.3393,55.4781,76.91,64,20,6.91
271,Aras,ES,2022-05-10 04:37:49,42.5617,-2.356,43.21,87,0,0.0
272,Sao Fidelis,BR,2022-05-10 04:37:50,-21.6461,-41.7469,61.83,89,0,3.09
273,Novikovo,RU,2022-05-10 04:37:51,51.1537,37.8879,45.03,59,43,12.82
274,Itarema,BR,2022-05-10 04:37:52,-2.9248,-39.9167,75.78,88,100,1.43
275,Mekhe,SN,2022-05-10 04:38:52,15.1097,-16.6218,68.5,83,51,10.2
276,Ketchikan,US,2022-05-10 04:35:20,55.3422,-131.6461,51.78,81,0,5.75
277,Dunedin,NZ,2022-05-10 04:38:53,-45.8742,170.5036,48.79,80,100,3.0
278,Valleyview,CA,2022-05-10 04:38:53,55.0667,-117.2859,26.64,86,100,8.05
279,Nara,JP,2022-05-10 04:38:54,34.6851,135.8049,74.7,59,100,6.71
280,Bindura,ZW,2022-05-10 04:38:54,-17.3019,31.3306,62.13,71,53,0.16
281,Huaiyuan,CN,2022-05-10 04:38:55,32.973,117.1995,63.64,68,99,7.54
282,Bad Sooden-Allendorf,DE,2022-05-10 04:38:55,51.2833,9.9833,58.55,68,73,7.0
283,Vao,NC,2022-05-10 04:38:56,-22.6667,167.4833,74.5,71,45,18.95
284,Bafq,IR,2022-05-10 04:38:57,31.6128,55.4107,76.24,14,0,4.85
285,Pangkalanbuun,ID,2022-05-10 04:38:58,-2.6833,111.6167,95.47,47,48,1.86
286,Kieta,PG,2022-05-10 04:38:58,-6.2167,155.6333,83.95,74,27,4.21
287,Ahuimanu,US,2022-05-10 04:38:59,21.4447,-157.8378,80.31,75,100,14.97
288,Hovd,MN,2022-05-10 04:38:59,48.0056,91.6419,45.12,26,4,4.41
289,Olafsvik,IS,2022-05-10 04:39:00,64.8945,-23.7142,37.45,80,98,24.11
290,Udachnyy,RU,2022-05-10 04:39:00,66.4167,112.4,37.45,37,96,14.03
291,Miandrivazo,MG,2022-05-10 04:39:01,-19.5167,45.4667,71.98,76,0,1.3
292,Nyurba,RU,2022-05-10 04:39:01,63.2842,118.3319,36.57,48,100,8.28
293,Shelburne,CA,2022-05-10 04:39:02,44.0787,-80.2041,54.39,35,66,13.56
294,La Ronge,CA,2022-05-10 04:39:02,55.1001,-105.2842,46.65,46,0,6.91
