City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
79,Rawson,AR,50.76,clear sky,-43.3002,-65.1023,Hosteria Sampedro
80,Avarua,CK,80.85,few clouds,-21.2078,-159.775,Paradise Inn
82,Hithadhoo,MV,84.42,overcast clouds,-0.6,73.0833,Scoop Guest House
83,San Patricio,US,80.83,broken clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
84,Baiao,BR,71.85,moderate rain,-2.7906,-49.6717,Hotel Eurosono
85,Jingcheng,CN,71.01,overcast clouds,32.0142,120.2625,GreenTree Inn Taizhou Jingjiang Jiangping Road Shanghai City Business Hotel
86,Atuona,PF,79.14,scattered clouds,-9.8,-139.0333,Villa Enata
89,Kilindoni,TZ,80.26,clear sky,-7.9139,39.6668,Bustani B&B
90,Jamestown,US,58.05,overcast clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
91,Hilo,US,77.29,broken clouds,19.7297,-155.09,Hilo Hawaiian Hotel
92,Quatre Cocos,MU,77.09,overcast clouds,-20.2078,57.7625,Sunrise Attitude Hotel
94,Itarema,BR,75.81,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
95,Port Elizabeth,ZA,63.32,clear sky,-33.918,25.5701,39 On Nile Guest House
96,Moron,AR,58.75,clear sky,-34.6534,-58.6198,Hotel Morón
97,Mataram,ID,90.41,overcast clouds,-8.5833,116.1167,Hotel Santika Mataram
99,Touros,BR,76.5,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
100,Guerrero Negro,MX,60.08,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
101,Dhidhdhoo,MV,84.29,overcast clouds,6.8833,73.1,Dhidhoo beach
102,Luau,AO,61.66,clear sky,-10.7073,22.2247,Casa- Bernardo Cândido
103,Seminole,US,68.41,clear sky,28.7086,-81.2081,Ono Hot Dog Cart and Catering
104,Candolim,IN,86.0,moderate rain,15.5181,73.7626,Resort Terra Paraiso
105,Sovetskiy,RU,57.79,overcast clouds,61.3614,63.5842,Apartment on Kievskaya 29
107,Diu,IN,85.93,overcast clouds,20.7141,70.9822,Hotel Relax Inn
108,Mahibadhoo,MV,84.52,overcast clouds,3.7833,72.9667,Omadhoo Inn
109,Albanel,CA,53.74,overcast clouds,48.8832,-72.4487,Camping municipal d'Albanel
110,Cidreira,BR,63.54,light rain,-30.1811,-50.2056,Hotel Castelo
111,Kasongo-Lunda,CD,70.61,light rain,-6.4667,16.8167,
113,Mizunami,JP,70.48,moderate rain,35.3667,137.25,Business Mizunami Plaza Hotel
114,Allapalli,IN,88.07,overcast clouds,19.4167,80.0667,"Hotel IK Residency, GUEST HOUSE AC NON AC"
115,Castro,BR,58.53,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
116,Kruisfontein,ZA,58.77,clear sky,-34.0033,24.7314,Oyster Bay House Rental
117,Taltal,CL,59.52,scattered clouds,-25.4,-70.4833,Residencial Karime
118,San Cristobal,VE,68.18,overcast clouds,7.7669,-72.225,Pirineos
119,Hayden,US,51.19,clear sky,47.766,-116.7866,Triple Play Resort Hotel & Suites
120,Teguldet,RU,49.3,clear sky,57.3064,88.1667,
121,Port Lincoln,AU,63.01,clear sky,-34.7333,135.8667,Port Lincoln Hotel
122,Kodiak,US,47.71,clear sky,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
125,Vila Do Maio,CV,72.39,clear sky,15.1333,-23.2167,Hotel Marilu
126,Tuy Hoa,VN,88.39,few clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
127,Alofi,NU,75.09,overcast clouds,-19.0595,-169.9187,Taloa Heights
129,Nuqui,CO,76.91,moderate rain,5.7125,-77.2708,Hotel Nuquimar
130,Vilela,PT,55.04,scattered clouds,41.2251,-7.6034,Quinta do Poeira
131,Georgetown,MY,85.93,few clouds,5.4112,100.3354,Cititel Penang
132,Palmer,US,51.4,clear sky,42.1584,-72.3287,Wedgewood Motel
133,Bethel,US,57.29,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
137,Puyo,EC,65.55,light rain,-1.4667,-77.9833,Hosteria Kindi Wasi
138,Olkhovka,RU,47.25,overcast clouds,53.2115,60.6069,
139,San Borja,BO,70.83,broken clouds,-14.8167,-66.85,
140,Ashqelon,IL,58.89,broken clouds,31.6693,34.5715,Leonardo Ashkelon
141,Chuy,UY,58.87,overcast clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
142,Carnarvon,AU,84.27,overcast clouds,-24.8667,113.6333,Hospitality Carnarvon
143,Ponta Do Sol,PT,66.13,clear sky,32.6667,-17.1,Hotel do Campo
145,Kapaa,US,82.38,broken clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
146,Vila Velha,BR,69.75,scattered clouds,-20.3297,-40.2925,Hotel Vitória Palace
147,Suba,PH,84.07,few clouds,10.8438,121.0102,Jarnchi Pension House
148,Merke,KZ,61.02,light rain,42.8728,73.1786,Gostinitsa Merki
149,Brae,GB,47.52,overcast clouds,60.3964,-1.353,Busta House Hotel
150,Auki,SB,85.39,overcast clouds,-8.7676,160.7034,Auki Motel
151,Mae Hong Son,TH,82.54,broken clouds,19.3003,97.9685,Baiyoke Chalet Hotel
152,Zigong,CN,67.96,overcast clouds,29.3416,104.7769,Shangkeyou Express Hotel In Wuxing Street
153,Mount Gambier,AU,65.26,scattered clouds,-37.8333,140.7667,The Commodore
154,Hambantota,LK,84.79,overcast clouds,6.1241,81.1185,Bungalow 63
157,Katsuura,JP,66.72,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
158,Tulu Bolo,ET,59.43,clear sky,8.6667,38.2167,Kiya Sime Hotel
159,Filadelfia,US,60.87,scattered clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
160,Fort Nelson,CA,47.79,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
161,Paka,MY,85.93,scattered clouds,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
162,Saint Anthony,US,73.02,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
163,Victoria,HK,78.85,moderate rain,22.2855,114.1577,Mini Central
165,Ahipara,NZ,62.71,clear sky,-35.1667,173.1667,Ahipara Holiday Park
166,Souillac,MU,71.98,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
167,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
168,Smidovich,RU,66.81,overcast clouds,48.6,133.8167,Gostinnitsa
169,Bambous Virieux,MU,77.22,overcast clouds,-20.3428,57.7575,Casa Tia Villa
173,Geraldton,AU,72.01,broken clouds,-28.7667,114.6,Broadwater Mariner Resort
175,Gat,IL,68.4,broken clouds,31.61,34.7642,OlusHome
176,Mahebourg,MU,77.25,few clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
180,Hasaki,JP,75.29,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
183,Komsomolskiy,UZ,68.72,scattered clouds,40.4272,71.7189,Ikathouse
184,Chahal,GT,73.11,scattered clouds,15.75,-89.5667,HOTEL MY WONDERFUL DAYS
186,Amposta,ES,60.22,broken clouds,40.7131,0.581,Hotel Hcc Montsià
187,Tabas,IR,77.85,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
189,Viesite,LV,45.32,overcast clouds,56.3475,25.5551,Krogs pie Viktora
190,Kaitangata,NZ,56.8,few clouds,-46.2817,169.8464,Kaitangata Motor Camp
191,Santiago Del Estero,AR,66.79,scattered clouds,-27.7951,-64.2615,Apartamentos Castelli 90
192,Waycross,US,60.85,clear sky,31.2136,-82.354,Super 8 by Wyndham Waycross GA
194,Nizhniy Ingash,RU,50.38,clear sky,56.2,96.53,Gostinitsa Bayazet
195,Chapais,CA,58.78,clear sky,49.7834,-74.8492,Hôtel Opémiska
196,Buala,SB,84.42,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
197,Inhambane,MZ,65.5,clear sky,-23.865,35.3833,Oceano
198,Guilin,CN,75.31,broken clouds,25.2819,110.2864,Grand 0773 Hotel
199,Airai,TL,75.42,broken clouds,-8.9266,125.4092,
200,Talara,PE,66.09,few clouds,-4.5772,-81.2719,Hostal Oro Negro
201,Esperance,AU,71.22,overcast clouds,-33.8667,121.9,Hospitality Esperance
203,Tecoanapa,MX,81.07,broken clouds,16.5167,-98.75,Hotel Manglares
204,San Quintin,MX,59.43,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
206,Xixiang,CN,68.43,overcast clouds,35.1628,112.865,Hongchang Rest House
207,Namatanai,PG,85.82,broken clouds,-3.6667,152.4333,Seagulls Inn Namatani
208,Benghazi,LY,62.46,scattered clouds,32.1167,20.0667,Tibesti Hotel
209,Yima,CN,65.44,overcast clouds,34.7381,111.8839,Yima Hotel
210,Rio Claro,BR,61.39,broken clouds,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
211,Vostok,RU,70.12,overcast clouds,46.4856,135.8833,
212,Kroya,ID,86.41,few clouds,-7.6331,109.2461,Devina kost & Homestay Kroya
213,Xining,CN,58.77,few clouds,36.6167,101.7667,Super Leisure Hotel
214,Bitung,ID,88.65,overcast clouds,1.4451,125.1824,K2 Lembeh
215,Manaus,BR,79.3,clear sky,-3.1019,-60.025,Manaus Hotéis Millennium
216,Amiens,FR,53.04,few clouds,49.9,2.3,Grand Hôtel de l'Univers
217,Miguel Hidalgo,MX,71.58,scattered clouds,19.4225,-99.2028,JW Marriott Hotel Mexico City
218,General Pico,AR,54.61,few clouds,-35.6566,-63.7568,Euskadi Hotel
219,Kukuna,SL,77.81,scattered clouds,9.4,-12.6667,
220,Sabang,ID,84.65,overcast clouds,5.8933,95.3214,Hotel Citra
223,Riyadh,SA,77.14,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
224,Naze,JP,71.38,overcast clouds,28.3667,129.4833,Shishime Hotel
225,Valparaiso,CL,57.47,fog,-33.0393,-71.6273,Hotel Ultramar
227,Fairview,US,60.48,clear sky,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
228,Forbes,AU,61.2,moderate rain,-33.3833,148.0167,Lake Forbes Motel
229,Altamira,BR,71.76,overcast clouds,-3.2033,-52.2064,Requinte Hotel
230,Whitianga,NZ,60.03,scattered clouds,-36.8333,175.7,Beachside Resort Whitianga
232,Lethem,GY,76.51,scattered clouds,3.3803,-59.7968,Savannah Inn
237,Westport,US,57.74,clear sky,41.1415,-73.3579,The Westport Inn
238,Koumac,NC,80.82,broken clouds,-20.5667,164.2833,Le Monitel
239,Jalu,LY,66.47,scattered clouds,29.0331,21.5482,صاحبة الفخامة
240,Poso,ID,87.84,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
241,Sao Jose Da Coroa Grande,BR,76.05,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
242,Dunedin,NZ,57.51,few clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
243,Bereda,ES,52.41,scattered clouds,43.2686,-7.5406,Pazo de Verdes
245,Faanui,PF,82.98,few clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
247,Makasar,ID,87.85,few clouds,-5.14,119.4221,Aryaduta Makassar
248,Kapuskasing,CA,62.69,broken clouds,49.4169,-82.4331,Park Inn Motel
249,Muros,ES,55.17,scattered clouds,42.7762,-9.0603,Apartment Av. Castelao
250,Bengkulu,ID,82.0,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
256,Teutonia,BR,62.76,overcast clouds,-29.4481,-51.8064,Baviera Park Hotel
257,Ridgecrest,US,55.26,few clouds,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
258,Aripuana,BR,74.35,overcast clouds,-9.1667,-60.6333,
259,Kanniyakumari,IN,84.56,overcast clouds,8.0833,77.5667,Sparsa Kanyakumari
260,Petropavlovsk-Kamchatskiy,RU,54.19,scattered clouds,53.0452,158.6483,The Hotel Petropavlovsky
261,Huntsville,US,71.2,clear sky,34.7304,-86.5861,Embassy Suites by Hilton Huntsville Hotel & Spa
262,Golden,US,61.07,scattered clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
263,Akyab,MM,77.88,overcast clouds,20.15,92.9,Hotel Memory
264,Atar,MR,85.5,clear sky,20.5169,-13.0499,Oumou Elghoura
265,Freiberg,DE,62.35,overcast clouds,50.9167,13.3667,Hotel am Obermarkt
267,Aswan,EG,78.42,scattered clouds,24.0934,32.907,Nuba Nile
268,Quelimane,MZ,67.95,few clouds,-17.8786,36.8883,Hotel Flamingo
269,Matay,EG,68.4,scattered clouds,28.419,30.7792,Nag Aespen
270,Vagur,FO,45.34,overcast clouds,61.4732,-6.8119,Budget Guesthouse Borgustova
272,Tuatapere,NZ,57.2,broken clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
273,Kudahuvadhoo,MV,84.36,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
274,Lagoa,PT,58.42,overcast clouds,39.05,-27.9833,Casa Das Faias
275,Cootamundra,AU,62.94,light rain,-34.65,148.0333,Cootamundra Gardens Motel & indian restaurant
276,Marovoay,MG,65.34,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
277,Ako,JP,65.44,overcast clouds,34.75,134.4,Toyoko-Inn Banshu Ako ekimae
278,Visnes,NO,49.82,broken clouds,59.3556,5.2242,Park Inn Haugesund Airport
279,Ko Samui,TH,84.11,few clouds,9.5357,99.9357,The Passage
280,Nzega,RW,54.86,overcast clouds,-2.479,29.5564,Ubumwe Center Kigeme Ltd
282,Banda Aceh,ID,86.85,moderate rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
283,East London,ZA,63.54,clear sky,-33.0153,27.9116,Tu Casa
284,Manggar,ID,87.33,broken clouds,-2.8833,108.2667,Guest Hotel
285,Samarai,PG,85.84,overcast clouds,-10.6167,150.6667,Nuli Sapi
286,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
287,Neiafu,TO,81.28,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
289,Sao Paulo Do Potengi,BR,75.31,broken clouds,-5.895,-35.7628,Pousada Santa Clara
290,Ise,JP,65.52,light rain,34.4833,136.7,Ise Fresh
292,Liangxiang,CN,70.86,broken clouds,39.7319,116.14,Jinjiang Inn Beijing Liangxiang Nanguan Subway Station
293,Taoudenni,ML,85.57,clear sky,22.6783,-3.9836,
294,Puerto Escondido,MX,83.23,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
295,Jaca,ES,52.99,few clouds,42.569,-0.5499,Hotel Real Jaca & Spa
296,Lagos,NG,80.92,broken clouds,6.5833,3.75,
298,Ugoofaaru,MV,84.25,overcast clouds,5.6667,73.0,Ungoofaaru Inn
300,Flinders,AU,69.39,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
301,Pangai,TO,78.91,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
302,Panaba,MX,78.67,clear sky,21.2833,-88.2667,Hotel California
303,Saint-Philippe,RE,72.1,clear sky,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
304,Christchurch,NZ,61.41,clear sky,-43.5333,172.6333,The George
306,Gewane,ET,80.19,clear sky,10.1664,40.6453,እንደገና ገዋኔ ሞቴል
307,Cap Malheureux,MU,77.47,scattered clouds,-19.9842,57.6142,Pereybere Hotel & Spa
310,Sena Madureira,BR,72.81,overcast clouds,-9.0656,-68.6569,Hotel Central
312,Zunyi,CN,60.62,overcast clouds,27.6867,106.9072,Bishiluo Hostel
313,Warwick,US,51.06,clear sky,41.7001,-71.4162,Hampton Inn & Suites Providence/Warwick-Airport
314,Kavadarci,MK,50.32,clear sky,41.4331,22.0119,Hotel Feni
315,Ust-Uda,RU,45.73,broken clouds,54.1742,103.0304,Gostinitsa Ust'-Uda Shans
316,Pacific Grove,US,53.71,clear sky,36.6177,-121.9166,Lovers Point Inn
317,Gushikawa,JP,80.19,light intensity drizzle,26.3544,127.8686,Kirari Guest House
318,Yaan,NG,74.91,overcast clouds,7.3833,8.5667,
319,Bottrop,DE,62.71,overcast clouds,51.5167,6.9167,Ramada By Wyndham Bottrop
320,Redlands,US,60.46,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
322,Farafangana,MG,67.32,clear sky,-22.8167,47.8333,Miarina
324,Dauphin,CA,46.54,clear sky,51.1494,-100.0502,Canway Inn & Suites
325,Yulara,AU,67.84,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
326,Nabire,ID,85.96,light rain,-3.3667,135.4833,Hotel Nusantara I
327,Hegang,CN,59.79,overcast clouds,47.4,130.3667,
328,Qandala,SO,82.87,clear sky,11.472,49.8728,
329,Sambava,MG,72.64,light rain,-14.2667,50.1667,Melrose
330,Saint-Augustin,CA,45.18,scattered clouds,51.226,-58.6502,
331,Montrose,US,58.57,few clouds,38.4166,-108.2673,
332,Ambanja,MG,71.53,few clouds,-13.6833,48.45,Hotel Salama and Fast Food
333,Tatawin,TN,57.6,clear sky,32.9297,10.4518,Sangho Privilege Tataouine
334,Badou,TG,74.53,light rain,7.5833,0.6,Hôtel Abuta
335,Kirakira,SB,84.27,overcast clouds,-10.4544,161.9205,SanBiz Lodge
336,Salalah,OM,78.89,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
337,Sioux Lookout,CA,53.67,few clouds,50.1001,-91.917,Knobby's Fly-In Camps
338,Mora,CM,88.79,overcast clouds,11.0461,14.1401,Hotel Emergence
339,Catuday,PH,84.49,scattered clouds,16.2923,119.8062,Benjie's Kubo & Cottages
340,Cuenca,EC,55.53,overcast clouds,-2.8833,-78.9833,Hotel Cuenca
341,Ucluelet,CA,50.09,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
344,Paks,HU,55.27,few clouds,46.6265,18.8596,Duna Hotel
345,Makungu,TZ,57.65,few clouds,-8.7333,35.2833,Complex
346,Broken Hill,AU,56.46,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
347,Shingu,JP,63.77,light rain,33.7333,135.9833,Shingu UI Hotel
348,Diego De Almagro,CL,59.95,clear sky,-26.3667,-70.05,hotel luna del desierto
349,Lompoc,US,53.02,haze,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
350,Santa Cruz Cabralia,BR,70.03,few clouds,-16.2781,-39.0247,Puerto Princesa Inn
351,Sola,VU,81.27,overcast clouds,-13.8833,167.55,Leumerus Bungalows
352,Salsomaggiore Terme,IT,61.92,clear sky,44.8148,9.9796,Hotel Ferrari
353,Dunhua,CN,50.86,overcast clouds,43.3725,128.2425,Jinhao International Business Hotel
354,Biak,ID,79.3,overcast clouds,-0.9131,122.8766,Penginapan Kim
355,Coos Bay,US,51.93,scattered clouds,43.3665,-124.2179,Best Western Holiday Hotel
356,Northam,GB,52.61,moderate rain,51.0333,-4.2167,Durrant House Hotel
357,Cairns,AU,80.55,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
358,Singaparna,ID,85.66,scattered clouds,-7.3515,108.111,Wisma Dewi Hotel
359,Wanning,CN,85.68,overcast clouds,18.8003,110.3967,Paradise Hotel
361,Alice Springs,AU,69.35,clear sky,-23.7,133.8833,Desert Palms Alice Springs
362,Ballina,AU,66.38,moderate rain,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
364,Thompson,CA,50.16,overcast clouds,55.7435,-97.8558,Burntwood Hotel
365,Katobu,ID,85.78,overcast clouds,-4.9408,122.5276,La Ode Husein
366,North Platte,US,67.12,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
367,Jinchang,CN,67.28,scattered clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
368,Yumen,CN,73.02,scattered clouds,40.2833,97.2,
369,Kasese,UG,66.43,broken clouds,0.1833,30.0833,Sandton Hotel Kasese
371,Saldanha,ZA,55.45,broken clouds,-33.0117,17.9442,Blue Bay Lodge
372,Santiago,CL,70.99,overcast clouds,-33.4569,-70.6483,Hotel Panamericano
373,Paita,PE,66.04,few clouds,-5.0892,-81.1144,Hotel Náutico de Paita
374,Nan,TH,80.62,few clouds,18.8333,100.6667,สะเนียน2
377,Argelia,CO,66.74,moderate rain,2.2556,-77.2488,Hotel San Fernando Argelia
379,Dale,US,77.18,overcast clouds,38.1689,-86.99,"Motel 6 Dale, IN"
381,Mackay,AU,73.69,light rain,-21.15,149.2,International Lodge Motel
382,Houma,US,75.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
383,Chicama,PE,61.34,clear sky,-7.8447,-79.1469,Balihai Bungalows
384,Alekseyevsk,RU,47.1,broken clouds,57.8406,108.3492,
385,Thibodaux,US,75.18,clear sky,29.7958,-90.8229,Hampton Inn & Suites Thibodaux
386,San Juan De Colon,VE,69.39,overcast clouds,8.0313,-72.2605,Hotel San Francisco de Padua C.A
387,Lata,PT,51.98,clear sky,40.1629,-8.3327,Casa Maquia
388,Sao Joao Da Barra,BR,68.25,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
